RDC,RDC_NAME,RDC_LAT,RDC_LGT,CUSTOMER,WEIGHT,CUSTOMER_LGT,CUSTOMER_LAT,CUSTOMER_NAME,TYPE
711,EZhou,30.396536,114.890593,832,52877.52925895891,104.641917,30.122211,NeiJiang,Normal
711,EZhou,30.396536,114.890593,833,76631.9027848269,103.761263,29.582024,LeShan,Normal
711,EZhou,30.396536,114.890593,834,46074.995858330614,102.258746,27.886762,XiChang,Normal
711,EZhou,30.396536,114.890593,835,38927.90185456571,103.001033,29.987722,YaAn,Normal
711,EZhou,30.396536,114.890593,836,9834.531320960084,101.963815,30.050663,GanZiZhou,Normal
711,EZhou,30.396536,114.890593,837,13456.438655825012,102.221374,31.899792,ABaZhou,Normal
711,EZhou,30.396536,114.890593,838,106574.1515037632,104.398651,31.127991,DeYang,Normal
711,EZhou,30.396536,114.890593,839,42928.59569452125,105.829757,32.433668,GuangYuan,Normal
711,EZhou,30.396536,114.890593,851,776920.0346955833,106.713478,26.578343,GuiYang,Normal
711,EZhou,30.396536,114.890593,854,56162.02443856369,107.517156,26.258219,QianNanZhou,Normal
711,EZhou,30.396536,114.890593,855,45079.899420981266,107.977488,26.583352,QianDongNanZhou,Normal
711,EZhou,30.396536,114.890593,856,42372.83094957988,109.191555,27.718346,TongRen,Normal
711,EZhou,30.396536,114.890593,857,51326.6680766682,105.28501,27.301693,BiJie,Normal
711,EZhou,30.396536,114.890593,858,40725.84480531392,104.846743,26.584643,LiuPanShui,Normal
711,EZhou,30.396536,114.890593,859,34159.5621915121,104.897971,25.08812,QianXiNanZhou,Normal
711,EZhou,30.396536,114.890593,870,30613.09264370718,103.717216,27.336999,ZhaoTong,Normal
711,EZhou,30.396536,114.890593,871,1159987.128679552,102.712251,25.040609,KunMing,Normal
711,EZhou,30.396536,114.890593,872,58481.88531665636,100.225668,25.589449,DaLiZhou,Normal
711,EZhou,30.396536,114.890593,873,56499.81567818092,103.384182,23.366775,HongHeZhou,Normal
711,EZhou,30.396536,114.890593,874,52653.36855537805,103.797851,25.501557,QuJing,Normal
711,EZhou,30.396536,114.890593,875,31723.444264337548,99.167133,25.111802,BaoShan,Normal
711,EZhou,30.396536,114.890593,876,32310.172078016578,104.24401,23.36951,WenShanZhou,Normal
711,EZhou,30.396536,114.890593,877,41959.22283854555,102.543907,24.350461,YuXi,Normal
711,EZhou,30.396536,114.890593,878,25214.525236998983,101.546046,25.041988,ChuXiongZhou,Normal
711,EZhou,30.396536,114.890593,879,26261.74577344758,100.972344,22.777321,PuEr,Normal
711,EZhou,30.396536,114.890593,883,21594.269626832785,100.08697,23.886567,LinCang,Normal
711,EZhou,30.396536,114.890593,887,7496.393161365086,99.706463,27.826853,DiQingZhou,Normal
